indexSequence,class,zone1,zone2,zone3,zone4,zone5
O13300,1,0.0,11.2840466926,88.7159533074,0.0,0.0
Q04571,1,2.33463035019,23.7354085603,73.5408560311,0.389105058366,0.0
A0A014PL62,1,0.0,0.389105058366,98.8326848249,0.778210116732,0.0
A0A017S216,1,8.56031128405,33.0739299611,57.9766536965,0.389105058366,0.0
A0A022W2T9,1,10.1167315175,31.5175097276,58.3657587549,0.0,0.0
A0A022XTN9,1,0.0,0.0,97.6653696498,2.33463035019,0.0
A0A024BKG7,1,0.0,1.94552529183,97.6653696498,0.389105058366,0.0
A0A060PSU7,1,0.0,0.0,98.4435797665,1.55642023346,0.0
A0A060PVE9,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A060PWJ7,0,0.0,0.0,99.2217898833,0.778210116732,0.0
A0A060Q2B2,1,0.0,3.89105058366,95.719844358,0.389105058366,0.0
A0A060S2M0,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A060SCJ8,0,0.0,0.389105058366,99.2217898833,0.389105058366,0.0
A0A063BZU9,1,0.0,3.50194552529,95.719844358,0.778210116732,0.0
A0A067N4P7,1,0.389105058366,4.66926070039,93.7743190661,1.1673151751,0.0
A0A067N582,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A067NB31,1,0.0,2.33463035019,96.1089494163,1.55642023346,0.0
A0A067NFU6,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A067NH06,1,0.0,3.89105058366,95.719844358,0.389105058366,0.0
A0A067NRQ5,1,0.0,1.94552529183,97.2762645914,0.778210116732,0.0
A0A067PDQ2,1,0.0,0.778210116732,98.4435797665,0.778210116732,0.0
A0A067PSA4,1,0.0,1.1673151751,98.8326848249,0.0,0.0
A0A067PUD9,0,0.0,0.389105058366,99.2217898833,0.389105058366,0.0
A0A067Q958,0,0.0,0.0,100.0,0.0,0.0
A0A067QF90,0,0.0,0.0,100.0,0.0,0.0
A0A067QFZ1,0,0.0,0.0,99.2217898833,0.778210116732,0.0
A0A067SGQ1,1,0.0,1.1673151751,97.2762645914,1.55642023346,0.0
A0A067SK11,1,0.0,0.0,98.8326848249,0.778210116732,0.389105058366
A0A067SKW9,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A067SQT4,1,0.0,1.1673151751,98.0544747082,0.778210116732,0.0
A0A067T101,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A067TEU6,1,0.0,1.94552529183,95.719844358,2.33463035019,0.0
A0A067TFP1,1,0.0,3.11284046693,95.719844358,1.1673151751,0.0
A0A067TLW0,0,0.0,0.0,100.0,0.0,0.0
A0A067TM83,1,0.0,1.55642023346,98.4435797665,0.0,0.0
A0A067TMF1,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A084G9F1,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A093UWB1,0,0.0,0.0,100.0,0.0,0.0
A0A093UXC7,1,0.0,0.778210116732,98.0544747082,1.1673151751,0.0
A0A093VCZ3,0,0.0,0.0,99.6108949416,0.0,0.389105058366
A0A093XUX6,1,0.0,6.61478599222,92.6070038911,0.778210116732,0.0
A0A093YDH3,1,0.0,3.89105058366,94.9416342412,1.1673151751,0.0
A0A093ZNK5,1,0.0,1.94552529183,97.2762645914,0.778210116732,0.0
A0A094A2N3,1,0.0,0.778210116732,98.4435797665,0.778210116732,0.0
A0A094AZE0,1,0.0,2.72373540856,97.2762645914,0.0,0.0
A0A094BIP1,1,0.0,5.83657587549,92.9961089494,1.1673151751,0.0
A0A094BRR2,1,0.778210116732,12.4513618677,85.6031128405,1.1673151751,0.0
A0A094C7N6,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A094DER7,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A094DVK9,1,0.0,3.89105058366,95.719844358,0.389105058366,0.0
A0A094EPD6,1,0.0,3.50194552529,96.1089494163,0.389105058366,0.0
A0A094GC52,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A094I4F9,1,0.0,11.2840466926,88.326848249,0.389105058366,0.0
A0A094I503,1,0.0,1.94552529183,98.0544747082,0.0,0.0
A0A0A2J434,1,0.0,0.778210116732,98.4435797665,0.778210116732,0.0
A0A0A2K7M3,1,0.0,0.0,98.8326848249,0.778210116732,0.389105058366
A0A0A2KTJ2,1,0.0,5.83657587549,93.7743190661,0.389105058366,0.0
A0A0A2VD56,0,0.0,0.778210116732,99.2217898833,0.0,0.0
A0A0A7H6D2,0,0.0,0.389105058366,99.2217898833,0.389105058366,0.0
A0A0A7H6D5,0,0.0,0.0,99.6108949416,0.389105058366,0.0
A0A0A7H6E9,0,0.0,0.389105058366,99.2217898833,0.389105058366,0.0
A0A0A7H6G0,1,0.0,0.0,98.4435797665,1.55642023346,0.0
A0A0A7H6G6,1,0.0,3.50194552529,96.4980544747,0.0,0.0
A0A0A7H778,1,0.778210116732,6.22568093385,92.6070038911,0.389105058366,0.0
A0A0A7H789,1,3.50194552529,28.4046692607,68.093385214,0.0,0.0
A0A0A7H797,1,0.0,4.66926070039,94.5525291829,0.778210116732,0.0
A0A0A7H9C7,1,0.0,1.1673151751,98.8326848249,0.0,0.0
A0A0A7H9D2,1,0.0,0.778210116732,98.8326848249,0.389105058366,0.0
A0A0A7H9E0,1,0.0,0.0,98.8326848249,1.1673151751,0.0
A0A0A7H9U6,1,0.0,0.389105058366,98.8326848249,0.778210116732,0.0
A0A0A7H9V0,0,0.0,0.389105058366,99.6108949416,0.0,0.0
A0A0B2WKV8,1,0.0,0.778210116732,98.4435797665,0.778210116732,0.0
A0A0B2WR45,0,0.0,0.0,99.2217898833,0.778210116732,0.0
A0A0B2WUW0,1,3.89105058366,21.7898832685,74.3190661479,0.0,0.0
