indexSequence,class,zone1,zone2,zone3,zone4,zone5
g3.t1,1,1.94552529183,1.94552529183,91.8287937743,3.89105058366,0.389105058366
g4.t1,1,2.33463035019,1.55642023346,84.8249027237,8.17120622568,3.11284046693
g7.t1,1,0.0,0.389105058366,98.8326848249,0.778210116732,0.0
g8.t1,1,0.0,0.389105058366,98.4435797665,1.1673151751,0.0
g10.t1,1,0.0,1.94552529183,98.0544747082,0.0,0.0
g11.t1,1,0.0,3.50194552529,96.1089494163,0.389105058366,0.0
g13.t1,0,0.0,0.0,100.0,0.0,0.0
g14.t1,1,0.0,1.94552529183,96.1089494163,1.94552529183,0.0
g15.t1,1,0.0,0.0,98.8326848249,1.1673151751,0.0
g16.t1,1,0.0,1.94552529183,96.1089494163,1.94552529183,0.0
g18.t1,0,0.0,0.0,100.0,0.0,0.0
g19.t1,1,0.0,0.0,98.8326848249,1.1673151751,0.0
g20.t1,1,0.0,0.0,98.8326848249,1.1673151751,0.0
g22.t1,1,0.0,5.83657587549,94.1634241245,0.0,0.0
g23.t1,1,0.389105058366,7.39299610895,91.439688716,0.778210116732,0.0
g24.t1,1,0.389105058366,8.17120622568,89.4941634241,1.55642023346,0.389105058366
g28.t1,1,0.0,0.0,99.6108949416,0.389105058366,0.0
g29.t1,1,0.0,7.39299610895,92.6070038911,0.0,0.0
g37.t1,1,0.0,0.389105058366,99.6108949416,0.0,0.0
g38.t1,1,0.0,7.00389105058,92.9961089494,0.0,0.0
g40.t1,1,0.0,0.0,99.2217898833,0.778210116732,0.0
g41.t1,0,0.0,0.0,100.0,0.0,0.0
g42.t1,0,0.0,0.0,100.0,0.0,0.0
g43.t1,1,1.1673151751,4.66926070039,94.1634241245,0.0,0.0
g44.t1,1,0.0,2.33463035019,97.2762645914,0.389105058366,0.0
g45.t1,1,0.0,7.39299610895,91.8287937743,0.778210116732,0.0
g46.t1,1,0.0,4.66926070039,95.3307392996,0.0,0.0
g48.t1,1,1.1673151751,6.61478599222,89.4941634241,2.72373540856,0.0
g50.t1,1,0.0,3.89105058366,96.1089494163,0.0,0.0
g51.t1,1,0.389105058366,7.78210116732,91.439688716,0.389105058366,0.0
g61.t1,1,0.389105058366,10.1167315175,88.7159533074,0.778210116732,0.0
g62.t1,1,0.0,14.3968871595,84.4357976654,1.1673151751,0.0
g63.t1,1,0.0,0.0,99.6108949416,0.389105058366,0.0
g64.t1,1,0.389105058366,9.72762645914,89.4941634241,0.389105058366,0.0
g65.t1,1,0.0,7.00389105058,92.9961089494,0.0,0.0
g67.t1,1,0.389105058366,6.61478599222,92.6070038911,0.389105058366,0.0
g68.t1,1,0.389105058366,5.05836575875,94.5525291829,0.0,0.0
g70.t1,1,0.0,0.0,99.2217898833,0.778210116732,0.0
g71.t1,1,2.33463035019,6.61478599222,90.2723735409,0.778210116732,0.0
g72.t1,1,0.778210116732,5.44747081712,92.9961089494,0.389105058366,0.389105058366
g78.t1,1,0.0,6.22568093385,93.3852140078,0.389105058366,0.0
g80.t1,1,0.0,3.89105058366,95.719844358,0.389105058366,0.0
g81.t1,1,0.778210116732,18.6770428016,80.5447470817,0.0,0.0
g83.t1,1,0.389105058366,15.5642023346,82.8793774319,0.778210116732,0.389105058366
g87.t1,1,0.778210116732,8.17120622568,90.6614785992,0.389105058366,0.0
g89.t1,1,1.55642023346,15.5642023346,82.8793774319,0.0,0.0
g90.t1,1,1.1673151751,22.9571984436,75.8754863813,0.0,0.0
g91.t1,1,1.55642023346,14.7859922179,83.6575875486,0.0,0.0
g92.t1,1,0.0,11.673151751,87.1595330739,1.1673151751,0.0
g93.t1,1,0.0,5.05836575875,94.5525291829,0.389105058366,0.0
g96.t1,1,0.778210116732,17.5097276265,81.7120622568,0.0,0.0
g97.t1,1,0.0,14.0077821012,85.6031128405,0.389105058366,0.0
g101.t1,1,3.50194552529,24.1245136187,71.9844357977,0.389105058366,0.0
g104.t1,1,1.55642023346,28.4046692607,69.6498054475,0.389105058366,0.0
g105.t1,0,0.0,0.0,100.0,0.0,0.0
g106.t1,1,3.11284046693,28.4046692607,67.3151750973,0.778210116732,0.389105058366
g108.t1,1,4.28015564202,27.626459144,68.093385214,0.0,0.0
g110.t1,1,5.05836575875,21.7898832685,72.7626459144,0.389105058366,0.0
g111.t1,1,5.83657587549,25.2918287938,68.8715953307,0.0,0.0
g113.t1,1,3.50194552529,27.626459144,68.8715953307,0.0,0.0
g114.t1,1,0.0,3.11284046693,95.719844358,1.1673151751,0.0
g115.t1,1,1.94552529183,16.7315175097,80.5447470817,0.778210116732,0.0
g117.t1,1,1.1673151751,21.4007782101,77.0428015564,0.389105058366,0.0
g118.t1,1,0.0,9.72762645914,89.8832684825,0.389105058366,0.0
g120.t1,1,0.0,1.1673151751,97.6653696498,1.1673151751,0.0
g121.t1,1,0.0,3.89105058366,95.719844358,0.389105058366,0.0
g122.t1,1,9.72762645914,29.5719844358,60.3112840467,0.389105058366,0.0
g124.t1,1,0.0,0.0,99.2217898833,0.778210116732,0.0
g126.t1,1,0.0,8.56031128405,91.439688716,0.0,0.0
g127.t1,1,2.72373540856,25.2918287938,71.9844357977,0.0,0.0
g128.t1,1,0.389105058366,6.61478599222,92.2178988327,0.778210116732,0.0
g129.t1,1,11.673151751,33.8521400778,54.4747081712,0.0,0.0
g131.t1,1,0.0,5.44747081712,93.7743190661,0.778210116732,0.0
g132.t1,1,6.61478599222,29.9610894942,63.4241245136,0.0,0.0
g133.t1,1,0.0,1.55642023346,97.6653696498,0.778210116732,0.0
g134.t1,1,0.389105058366,11.673151751,87.9377431907,0.0,0.0
g137.t1,1,0.389105058366,14.7859922179,84.8249027237,0.0,0.0
g141.t1,1,18.2879377432,33.4630350195,48.2490272374,0.0,0.0
g146.t1,1,14.7859922179,29.5719844358,55.2529182879,0.389105058366,0.0
g147.t1,1,0.0,8.94941634241,91.0505836576,0.0,0.0
g148.t1,1,11.2840466926,30.3501945525,58.3657587549,0.0,0.0
g149.t1,1,0.0,12.4513618677,86.3813229572,1.1673151751,0.0
g151.t1,1,0.0,5.83657587549,93.7743190661,0.389105058366,0.0
g152.t1,1,9.72762645914,28.7937743191,61.4785992218,0.0,0.0
g155.t1,1,0.0,1.94552529183,97.6653696498,0.389105058366,0.0
g156.t1,1,0.0,5.83657587549,94.1634241245,0.0,0.0
g157.t1,1,0.0,10.1167315175,89.1050583658,0.778210116732,0.0
g158.t1,1,1.1673151751,14.7859922179,83.2684824903,0.778210116732,0.0
g159.t1,1,7.39299610895,29.9610894942,62.6459143969,0.0,0.0
g160.t1,1,0.0,2.72373540856,96.8871595331,0.389105058366,0.0
g161.t1,1,16.7315175097,32.2957198444,50.9727626459,0.0,0.0
g162.t1,1,2.72373540856,24.1245136187,73.1517509728,0.0,0.0
g166.t1,1,11.2840466926,35.4085603113,52.9182879377,0.0,0.389105058366
g167.t1,1,15.5642023346,36.5758754864,47.4708171206,0.389105058366,0.0
g169.t1,1,8.17120622568,33.0739299611,58.7548638132,0.0,0.0
g172.t1,1,0.0,1.55642023346,98.0544747082,0.389105058366,0.0
g173.t1,1,0.0,0.0,96.4980544747,3.50194552529,0.0
g174.t1,1,16.7315175097,35.0194552529,47.859922179,0.0,0.389105058366
g175.t1,1,0.0,3.11284046693,96.8871595331,0.0,0.0
g176.t1,1,9.72762645914,36.5758754864,53.6964980545,0.0,0.0
g177.t1,1,5.83657587549,12.0622568093,82.1011673152,0.0,0.0
g180.t1,1,0.389105058366,14.3968871595,84.8249027237,0.389105058366,0.0
g181.t1,1,3.89105058366,26.0700389105,69.6498054475,0.389105058366,0.0
g182.t1,1,7.00389105058,25.2918287938,67.7042801556,0.0,0.0
g183.t1,1,1.55642023346,13.6186770428,84.046692607,0.778210116732,0.0
g184.t1,1,5.83657587549,28.4046692607,65.3696498054,0.389105058366,0.0
g185.t1,1,3.50194552529,24.513618677,71.9844357977,0.0,0.0
g186.t1,1,5.44747081712,29.5719844358,64.9805447471,0.0,0.0
g187.t1,1,4.66926070039,34.6303501946,60.3112840467,0.389105058366,0.0
g188.t1,1,7.39299610895,29.9610894942,62.2568093385,0.0,0.389105058366
g192.t1,1,0.0,2.33463035019,96.4980544747,0.778210116732,0.389105058366
g193.t1,1,8.94941634241,32.6848249027,58.3657587549,0.0,0.0
g194.t1,1,5.05836575875,30.7392996109,64.2023346304,0.0,0.0
g198.t1,1,1.94552529183,25.2918287938,72.7626459144,0.0,0.0
g199.t1,1,3.11284046693,22.9571984436,73.9299610895,0.0,0.0
g200.t1,1,4.28015564202,29.5719844358,65.7587548638,0.389105058366,0.0
g201.t1,1,6.22568093385,25.6809338521,68.093385214,0.0,0.0
g204.t1,1,0.0,0.0,99.6108949416,0.389105058366,0.0
g206.t1,1,13.6186770428,36.9649805447,49.4163424125,0.0,0.0
g207.t1,1,0.0,3.50194552529,96.1089494163,0.389105058366,0.0
g208.t1,1,3.11284046693,23.7354085603,72.7626459144,0.389105058366,0.0
g209.t1,1,7.78210116732,33.4630350195,58.7548638132,0.0,0.0
g211.t1,1,2.33463035019,1.55642023346,92.6070038911,3.11284046693,0.389105058366
g215.t1,1,0.0,11.673151751,88.326848249,0.0,0.0
g216.t1,1,1.1673151751,15.5642023346,83.2684824903,0.0,0.0
g217.t1,1,1.55642023346,20.6225680934,77.8210116732,0.0,0.0
g218.t1,1,6.61478599222,24.9027237354,68.4824902724,0.0,0.0
g220.t1,1,1.55642023346,21.0116731518,77.4319066148,0.0,0.0
g221.t1,1,0.0,1.94552529183,96.8871595331,1.1673151751,0.0
g226.t1,1,1.94552529183,21.7898832685,76.2645914397,0.0,0.0
g228.t1,1,0.0,8.17120622568,91.8287937743,0.0,0.0
g229.t1,1,0.0,2.72373540856,96.8871595331,0.389105058366,0.0
g230.t1,1,0.0,14.3968871595,85.6031128405,0.0,0.0
g234.t1,1,6.61478599222,27.626459144,65.7587548638,0.0,0.0
g235.t1,1,1.94552529183,19.8443579767,77.8210116732,0.389105058366,0.0
g236.t1,1,14.0077821012,34.6303501946,51.3618677043,0.0,0.0
g237.t1,1,1.1673151751,14.3968871595,83.2684824903,0.778210116732,0.389105058366
g238.t1,1,0.778210116732,15.953307393,83.2684824903,0.0,0.0
g239.t1,1,0.0,5.44747081712,94.1634241245,0.389105058366,0.0
g240.t1,1,8.56031128405,39.2996108949,51.3618677043,0.778210116732,0.0
g242.t1,1,5.83657587549,26.0700389105,67.3151750973,0.778210116732,0.0
g245.t1,1,1.94552529183,31.1284046693,66.9260700389,0.0,0.0
g246.t1,1,3.89105058366,26.4591439689,69.2607003891,0.389105058366,0.0
g247.t1,1,0.778210116732,17.1206225681,82.1011673152,0.0,0.0
g248.t1,1,0.0,10.8949416342,88.7159533074,0.389105058366,0.0
g249.t1,1,0.389105058366,5.83657587549,93.7743190661,0.0,0.0
g251.t1,1,0.0,9.72762645914,89.8832684825,0.389105058366,0.0
g254.t1,1,10.5058365759,34.6303501946,54.8638132296,0.0,0.0
g255.t1,1,1.1673151751,17.1206225681,81.3229571984,0.389105058366,0.0
g258.t1,1,0.0,0.778210116732,99.2217898833,0.0,0.0
g261.t1,1,0.389105058366,18.6770428016,80.9338521401,0.0,0.0
g262.t1,1,5.05836575875,24.513618677,70.4280155642,0.0,0.0
g263.t1,1,4.28015564202,21.0116731518,74.3190661479,0.389105058366,0.0
g265.t1,1,0.0,8.94941634241,91.0505836576,0.0,0.0
g266.t1,1,3.11284046693,21.0116731518,75.8754863813,0.0,0.0
g272.t1,1,4.28015564202,31.906614786,63.4241245136,0.0,0.389105058366
g273.t1,1,1.1673151751,19.0661478599,78.2101167315,1.55642023346,0.0
g274.t1,1,0.0,5.44747081712,93.3852140078,1.1673151751,0.0
g275.t1,1,0.778210116732,19.4552529183,78.9883268482,0.778210116732,0.0
g276.t1,1,2.72373540856,19.0661478599,77.4319066148,0.778210116732,0.0
g278.t1,1,10.1167315175,36.9649805447,52.9182879377,0.0,0.0
g280.t1,1,0.389105058366,9.72762645914,89.8832684825,0.0,0.0
g281.t1,1,5.83657587549,31.906614786,62.2568093385,0.0,0.0
g284.t1,1,4.66926070039,23.3463035019,71.9844357977,0.0,0.0
g286.t1,1,2.33463035019,21.7898832685,75.0972762646,0.778210116732,0.0
g287.t1,1,6.22568093385,31.1284046693,62.6459143969,0.0,0.0
g290.t1,1,0.0,6.61478599222,91.8287937743,1.55642023346,0.0
g291.t1,1,8.17120622568,29.9610894942,61.8677042802,0.0,0.0
g292.t1,1,3.11284046693,22.5680933852,74.3190661479,0.0,0.0
g294.t1,1,0.0,3.11284046693,96.8871595331,0.0,0.0
g298.t1,1,0.389105058366,15.5642023346,83.6575875486,0.0,0.389105058366
g300.t1,1,7.39299610895,34.2412451362,58.3657587549,0.0,0.0
g301.t1,1,13.6186770428,36.9649805447,49.4163424125,0.0,0.0
g304.t1,1,10.5058365759,29.9610894942,59.1439688716,0.389105058366,0.0
g308.t1,1,2.33463035019,18.2879377432,78.9883268482,0.389105058366,0.0
g310.t1,1,5.83657587549,33.8521400778,60.3112840467,0.0,0.0
g311.t1,1,7.00389105058,31.1284046693,61.8677042802,0.0,0.0
g312.t1,1,0.0,3.50194552529,96.4980544747,0.0,0.0
g314.t1,1,0.389105058366,15.1750972763,84.046692607,0.389105058366,0.0
g316.t1,1,0.389105058366,5.83657587549,92.9961089494,0.778210116732,0.0
g319.t1,1,1.1673151751,13.6186770428,84.8249027237,0.389105058366,0.0
g323.t1,1,0.0,12.0622568093,87.5486381323,0.389105058366,0.0
g324.t1,1,3.11284046693,16.7315175097,80.1556420233,0.0,0.0
g327.t1,1,0.389105058366,13.6186770428,85.9922178988,0.0,0.0
g328.t1,1,7.39299610895,29.1828793774,63.0350194553,0.389105058366,0.0
g329.t1,1,3.89105058366,22.9571984436,72.7626459144,0.0,0.389105058366
g331.t1,1,0.778210116732,20.233463035,78.9883268482,0.0,0.0
g333.t1,1,1.1673151751,23.3463035019,75.486381323,0.0,0.0
g334.t1,1,0.0,5.44747081712,94.1634241245,0.389105058366,0.0
g335.t1,1,13.2295719844,35.0194552529,51.3618677043,0.389105058366,0.0
g339.t1,1,6.22568093385,27.2373540856,65.7587548638,0.778210116732,0.0
g340.t1,1,1.94552529183,19.8443579767,78.2101167315,0.0,0.0
g341.t1,1,8.94941634241,30.3501945525,60.7003891051,0.0,0.0
g343.t1,1,7.78210116732,26.4591439689,65.7587548638,0.0,0.0
g345.t1,1,6.22568093385,26.8482490272,66.9260700389,0.0,0.0
