indexSequence,class,zone1,zone2,zone3,zone4,zone5
g15.t1,1,3.1007751938,0.77519379845,96.1240310078,0.0,0.0
g16.t1,1,2.32558139535,2.32558139535,93.7984496124,1.5503875969,0.0
g18.t1,1,0.0,3.87596899225,95.3488372093,0.77519379845,0.0
g19.t1,1,0.0,3.1007751938,96.8992248062,0.0,0.0
g22.t1,1,0.0,5.42635658915,94.5736434109,0.0,0.0
g23.t1,1,0.77519379845,4.6511627907,94.5736434109,0.0,0.0
g24.t1,1,0.0,0.77519379845,98.4496124031,0.77519379845,0.0
g28.t1,1,0.0,10.0775193798,88.3720930233,1.5503875969,0.0
g37.t1,1,0.0,4.6511627907,93.7984496124,1.5503875969,0.0
g40.t1,1,0.0,10.0775193798,88.3720930233,1.5503875969,0.0
g42.t1,1,0.0,0.77519379845,98.4496124031,0.77519379845,0.0
g43.t1,1,0.0,4.6511627907,93.7984496124,1.5503875969,0.0
g44.t1,1,0.0,0.0,99.2248062016,0.77519379845,0.0
g48.t1,1,1.5503875969,9.3023255814,89.1472868217,0.0,0.0
g50.t1,1,1.5503875969,14.7286821705,83.7209302326,0.0,0.0
g63.t1,1,3.1007751938,10.0775193798,86.8217054264,0.0,0.0
g64.t1,1,0.0,0.0,99.2248062016,0.77519379845,0.0
g67.t1,1,2.32558139535,17.8294573643,79.8449612403,0.0,0.0
g68.t1,0,0.0,0.0,100.0,0.0,0.0
g72.t1,1,0.0,20.9302325581,79.0697674419,0.0,0.0
g78.t1,1,0.0,7.7519379845,92.2480620155,0.0,0.0
g80.t1,1,0.0,1.5503875969,97.6744186047,0.77519379845,0.0
g81.t1,1,0.0,0.77519379845,98.4496124031,0.77519379845,0.0
g83.t1,1,2.32558139535,13.9534883721,83.7209302326,0.0,0.0
g87.t1,1,0.0,4.6511627907,94.5736434109,0.0,0.77519379845
g90.t1,1,0.77519379845,16.2790697674,82.9457364341,0.0,0.0
g97.t1,1,0.0,20.1550387597,79.8449612403,0.0,0.0
g105.t1,1,1.5503875969,10.8527131783,85.2713178295,2.32558139535,0.0
g120.t1,1,0.77519379845,8.52713178295,90.6976744186,0.0,0.0
g122.t1,1,2.32558139535,17.8294573643,79.8449612403,0.0,0.0
g124.t1,1,3.1007751938,17.0542635659,79.8449612403,0.0,0.0
g126.t1,1,3.87596899225,21.7054263566,74.4186046512,0.0,0.0
g131.t1,0,0.0,0.0,100.0,0.0,0.0
g137.t1,1,4.6511627907,17.8294573643,77.519379845,0.0,0.0
g146.t1,1,0.77519379845,17.8294573643,81.3953488372,0.0,0.0
g151.t1,1,2.32558139535,21.7054263566,75.9689922481,0.0,0.0
g152.t1,1,0.0,9.3023255814,90.6976744186,0.0,0.0
g155.t1,1,0.0,5.42635658915,94.5736434109,0.0,0.0
g156.t1,1,3.1007751938,14.7286821705,82.1705426357,0.0,0.0
g162.t1,1,1.5503875969,11.6279069767,86.0465116279,0.77519379845,0.0
g166.t1,1,0.77519379845,16.2790697674,82.1705426357,0.77519379845,0.0
g167.t1,1,0.77519379845,12.4031007752,86.8217054264,0.0,0.0
g169.t1,1,4.6511627907,31.007751938,64.3410852713,0.0,0.0
g172.t1,1,5.42635658915,28.6821705426,65.1162790698,0.77519379845,0.0
g173.t1,1,1.5503875969,24.0310077519,74.4186046512,0.0,0.0
g175.t1,1,5.42635658915,31.7829457364,62.7906976744,0.0,0.0
g181.t1,1,7.7519379845,30.2325581395,62.015503876,0.0,0.0
g183.t1,1,3.1007751938,30.2325581395,66.6666666667,0.0,0.0
g185.t1,1,1.5503875969,23.2558139535,75.1937984496,0.0,0.0
g186.t1,1,0.77519379845,23.2558139535,75.9689922481,0.0,0.0
g187.t1,1,4.6511627907,32.5581395349,62.7906976744,0.0,0.0
g193.t1,1,4.6511627907,28.6821705426,66.6666666667,0.0,0.0
g199.t1,1,7.7519379845,40.3100775194,51.9379844961,0.0,0.0
g206.t1,1,10.8527131783,35.6589147287,52.7131782946,0.77519379845,0.0
g211.t1,1,0.0,5.42635658915,94.5736434109,0.0,0.0
g216.t1,1,0.77519379845,7.7519379845,91.4728682171,0.0,0.0
g217.t1,1,6.97674418605,27.1317829457,65.8914728682,0.0,0.0
g218.t1,1,9.3023255814,32.5581395349,58.1395348837,0.0,0.0
g229.t1,1,2.32558139535,23.2558139535,74.4186046512,0.0,0.0
g230.t1,1,0.0,5.42635658915,93.7984496124,0.77519379845,0.0
g235.t1,1,0.0,8.52713178295,90.6976744186,0.77519379845,0.0
g237.t1,0,0.0,0.0,100.0,0.0,0.0
g242.t1,1,0.77519379845,16.2790697674,82.9457364341,0.0,0.0
g248.t1,1,7.7519379845,40.3100775194,51.9379844961,0.0,0.0
g249.t1,1,0.0,18.6046511628,80.6201550388,0.77519379845,0.0
g255.t1,1,0.0,15.503875969,83.7209302326,0.77519379845,0.0
g261.t1,1,0.0,9.3023255814,89.9224806202,0.77519379845,0.0
g263.t1,1,4.6511627907,23.2558139535,72.0930232558,0.0,0.0
g266.t1,1,3.1007751938,31.007751938,65.1162790698,0.77519379845,0.0
g273.t1,1,0.77519379845,20.9302325581,78.2945736434,0.0,0.0
g274.t1,1,2.32558139535,23.2558139535,73.6434108527,0.77519379845,0.0
g276.t1,1,0.77519379845,17.0542635659,81.3953488372,0.77519379845,0.0
